id,license_groups,chapter,chapter_name,question,option1,option2,option3,option4,answer_index,answer,is_critical,source_page,has_original_image
48,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Muốn vượt xe phía trước, người lái xe mô tô phải có tín hiệu như thế nào dưới đây để bảo đảm an toàn?",Bấm còi liên tục để xe phía trước biết xe mình xin vượt.,Rú ga liên tục để xe phía trước biết xe mình xin vượt.,Báo hiệu nhấp nháy bằng đèn chiếu sáng phía trước hoặc còi.,,3,Báo hiệu nhấp nháy bằng đèn chiếu sáng phía trước hoặc còi.,False,14,False
49,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi lái xe trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh trừ các khu vực có biển cấm sử dụng còi, người lái xe được sử dụng còi trong thời gian nào?",Từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau.,Từ 05 giờ đến 22 giờ.,Từ 23 giờ ngày hôm trước đến 05 giờ sáng hôm sau.,,2,Từ 05 giờ đến 22 giờ.,False,14,False
50,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Phương tiện tham gia giao thông đường bộ chỉ được sử dụng tín hiệu còi trong các trường hợp nào sau đây?,Để báo hiệu cho người tham gia giao thông đường bộ khi xuất hiện tình huống có thể mất an toàn giao thông hoặc báo hiệu chuẩn bị vượt xe.,"Để báo hiệu cho người tham gia giao thông đường bộ từ 22 giờ ngày hôm trước đến 05 giờ ngày hôm sau trong khu đông dân cư, khu vực cơ sở khám bệnh, chữa bệnh, trừ xe ưu tiên.",Cả hai ý trên.,,1,Để báo hiệu cho người tham gia giao thông đường bộ khi xuất hiện tình huống có thể mất an toàn giao thông hoặc báo hiệu chuẩn bị vượt xe.,False,14,False
51,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người lái xe sử dụng đèn như thế nào khi đi trên các đoạn đường qua khu đông dân cư có hệ thống chiếu sáng đang hoạt động?,Chỉ bật đèn chiếu xa (đèn pha).,"Bật đèn chiếu xa (đèn pha) khi đường vắng, bật đèn chiếu gần (đèn cốt) khi có xe đi ngược chiều.",Chỉ bật đèn chiếu gần (đèn cốt).,,3,Chỉ bật đèn chiếu gần (đèn cốt).,False,14,False
52,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi điều khiển phương tiện tham gia giao thông, hành vi nào sau đây bị cấm?",Dùng tay cầm và sử dụng điện thoại hoặc thiết bị điện tử khác.,"Chỉ được chở người trên thùng xe ô tô chở hàng trong trường hợp chở người đi làm nhiệm vụ cứu nạn, cứu hộ, phòng, chống thiên tai, dịch bệnh hoặc thực hiện nhiệm vụ khẩn cấp.",,,1,Dùng tay cầm và sử dụng điện thoại hoặc thiết bị điện tử khác.,False,14,False
53,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người lái xe không được vượt xe khác khi gặp trường hợp nào dưới đây?,"Trên cầu hẹp có một làn đường; nơi đường giao nhau, đường bộ giao nhau cùng mức với đường sắt; khi gặp xe ưu tiên.",Trên cầu có từ 02 làn xe trở lên.,Trên đường có 02 làn đường được phân chia làn bằng vạch kẻ nét đứt.,,1,"Trên cầu hẹp có một làn đường; nơi đường giao nhau, đường bộ giao nhau cùng mức với đường sắt; khi gặp xe ưu tiên.",False,15,False
54,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Nơi nào cấm quay đầu xe?,"Ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, gầm cầu vượt, ngầm.","Tại nơi đường bộ giao nhau cùng mức với đường sắt, đường hẹp, đường dốc, đoạn đường cong tầm nhìn bị che khuất, trên đường cao tốc, trong hầm đường bộ, trên đường một chiều.",Cả hai ý trên.,,3,Cả hai ý trên.,False,15,False
55,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người lái xe không được quay đầu xe trong các trường hợp nào dưới đây?,"Ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, trên đường cao tốc, tại nơi đường bộ giao nhau cùng mức với đường sắt, đường hẹp, đường dốc.","Ở phía trước hoặc phía sau của phần đường dành cho người đi bộ qua đường, trên đường quốc lộ.",Cả hai ý trên.,,1,"Ở phần đường dành cho người đi bộ qua đường, trên cầu, đầu cầu, trên đường cao tốc, tại nơi đường bộ giao nhau cùng mức với đường sắt, đường hẹp, đường dốc.",False,15,False
56,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Trước khi cho xe chuyển hướng, người lái xe phải làm gì để bảo đảm an toàn giao thông?","Phải quan sát, bảo đảm khoảng cách an toàn với xe phía sau.",Giảm tốc độ và có tín hiệu báo hướng rẽ.,"Chuyển dần sang làn gần nhất với hướng rẽ. Khi bảo đảm an toàn, không gây trở ngại cho người và phương tiện khác mới được chuyển hướng.",Cả ba ý trên.,4,Cả ba ý trên.,False,15,False
57,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi chuyển làn đường, người lái xe phải bật đèn tín hiệu báo rẽ như thế nào là đúng quy tắc giao thông?",Khi bắt đầu chuyển làn đường.,Trước khi thay đổi làn đường.,Sau khi thay đổi làn đường.,,2,Trước khi thay đổi làn đường.,False,15,False
58,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,Người lái xe không được lùi xe ở những khu vực nào dưới đây?,"Ở đường một chiều, khu vực cấm dừng, trên phần đường dành cho người đi bộ qua đường.","Nơi đường bộ giao nhau, đường bộ giao nhau cùng mức với đường sắt.","Nơi tầm nhìn bị che khuất, trong hầm đường bộ, trên đường cao tốc.",Cả ba ý trên.,4,Cả ba ý trên.,False,15,False
59,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người điều khiển phương tiện tham gia giao thông không được dừng xe, đỗ xe ở những vị trí nào sau đây?","Trên miệng cống thoát nước, miệng hầm của đường điện thoại, điện cao thế, chỗ dành riêng cho xe chữa cháy lấy nước.",Trong phạm vi an toàn của đường sắt.,Cả hai ý trên.,,3,Cả hai ý trên.,False,16,False
60,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Trên đường phố, người điều khiển phương tiện tham gia giao thông đường bộ được dừng xe, đỗ xe sát theo lề đường, vỉa hè phía bên phải theo chiều đi của mình; bánh xe gần nhất không được cách xa lề đường, vỉa hè không quá bao nhiêu mét trong các trường hợp dưới đây và không gây cản trở, nguy hiểm cho người và phương tiện tham gia giao thông đường bộ?","0,25 mét.","0,3 mét.","0,4 mét.","0,5 mét.",1,"0,25 mét.",False,16,False
61,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi dừng, đỗ xe trên đường phố hẹp, người lái xe ô tô phải dừng, đỗ xe ở vị trí cách xe ô tô đang đỗ ngược chiều khoảng cách tối thiểu là bao nhiêu mét trong các trường hợp dưới đây để bảo đảm an toàn?",10 mét.,15 mét.,20 mét.,25 mét.,3,20 mét.,False,16,False
62,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người điều khiển phương tiện tham gia giao thông đường bộ không được dừng xe, đỗ xe tại các vị trí nào sau đây?",Nơi có lề đường rộng hoặc khu đất ở bên ngoài phần đường xe chạy.,"Song song cùng chiều với một xe khác đang dừng, đỗ trên đường; trên đoạn đường cong hoặc gần đầu dốc mà tầm nhìn bị che khuất; bên trái đường một chiều.",Cả hai ý trên.,,2,"Song song cùng chiều với một xe khác đang dừng, đỗ trên đường; trên đoạn đường cong hoặc gần đầu dốc mà tầm nhìn bị che khuất; bên trái đường một chiều.",False,16,False
63,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người điều khiển xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy có được phép sử dụng xe để kéo hoặc đẩy các phương tiện khác khi tham gia giao thông không?",Được phép.,"Nếu phương tiện được kéo, đẩy có khối lượng nhỏ hơn phương tiện của mình.",Tùy trường hợp.,Không được phép.,4,Không được phép.,False,16,False
64,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi điều khiển xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy, những hành vi nào sau đây không được phép?","Buông cả hai tay; đứng, nằm trên xe điều khiển xe; sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy.","Chở tối đa hai người phía sau khi chở người bệnh đi cấp cứu, áp giải người có hành vi vi phạm pháp luật, trẻ em dưới 12 tuổi và người già yếu hoặc người khuyết tật.",,,1,"Buông cả hai tay; đứng, nằm trên xe điều khiển xe; sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy.",False,17,False
65,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Khi điều khiển xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy, những hành vi nào sau đây không được phép?","Buông cả hai tay; sử dụng xe để kéo, đẩy xe khác, vật khác; sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy.",Sử dụng xe để chở người hoặc hàng hóa; để chân chạm xuống đất khi khởi hành.,Đội mũ bảo hiểm; chạy xe đúng tốc độ quy định và chấp hành đúng quy tắc giao thông đường bộ.,Chở người ngồi sau dưới 16 tuổi.,1,"Buông cả hai tay; sử dụng xe để kéo, đẩy xe khác, vật khác; sử dụng chân chống hoặc vật khác quệt xuống đường khi xe đang chạy.",False,17,False
66,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người được chở trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy khi tham gia giao thông đường bộ không được thực hiện hành vi nào sau đây?","Mang, vác vật cồng kềnh.","Bám, kéo hoặc đẩy các phương tiện khác.",Dùng tay cầm điện thoại hoặc các thiết bị điện tử khác.,Ý 1 và ý 2.,4,Ý 1 và ý 2.,False,17,False
67,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người được chở trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy khi tham gia giao thông đường bộ có được bám, kéo hoặc đẩy các phương tiện khác không?",Được phép.,Được bám trong trường hợp phương tiện của mình bị hỏng.,"Được kéo, đẩy trong trường hợp phương tiện khác bị hỏng.",Không được phép.,4,Không được phép.,False,17,False
68,B/C/D/E/FC;A1/A;B1,1,Quy định chung và quy tắc giao thông đường bộ,"Người lái xe, người được chở trên xe mô tô hai bánh, xe mô tô ba bánh, xe gắn máy phải thực hiện quy định nào dưới đây?",Đội mũ bảo hiểm theo đúng quy chuẩn kỹ thuật quốc gia và cài quai đúng quy cách.,"Người lái xe phải đội mũ bảo hiểm, người được chở trên xe không nhất thiết phải đội mũ bảo hiểm.",Phải đội mũ bảo hiểm nhưng không nhất thiết phải cài quai.,,1,Đội mũ bảo hiểm theo đúng quy chuẩn kỹ thuật quốc gia và cài quai đúng quy cách.,False,17,False
